name,reference
Ἰουλίου,"12.27.ii.22"
Ἰουλίου Αὐρηλίου Ζήλου ἀρχιερέως υἱοῦ Χαριδήμου Ἰουλιανοῦ,"12.909.1"
Ἰουλίου Κρατερου,"11.58.21"
Ἰουλίῳ,"3.4.i.4"
Ἰουλίῳ Βάλβῳ,"8.33.6"
Ἰουνίου Μαξίμου,"8.86.1"
Μᾶρκος Ἰούλιος Ἄτταλος ἀπελεύθερος Καίσαρος,"12.305.3"
Μᾶρκος Ἰούλιος Πύρρου,"12.19.11"
Ποπλίου Ἰουλίου Γεμινίου Μαρκιανοῦ,"12.921.9"
Τιβερίου Ἰουλίου,"11.56.2"
Τιβερίου Ἰουλίου Γλύκωνος,"12.1107.2"
Τιβερίου Κλαυδίου Ἰουλίου Κανδιδου Ἡγεμονέως,"11.414.11"
Ἰσαγόρας,"12.635.3"
··· Μεν εσθεὺς ··· Ἀ ··· πολ λωνίου_··· Με νεσθέως ··· Πα ··· π ίου Ἰσόβουνος,"1.177.15"
Εἰταλικοῦ,"11.217.2"
Τιβέριος Κάτιος Ἀσκώνιος Σείλιος Εἰταλικὸς,"13.609.2"
Ἀντωνίας Εἰφιανάσσης,"13.156.1"
Εἰφιάνασσα,"13.156.2"
Εἰφιάνασσα,"13.156.8"
Ἰωάνν···,"5.19.a.1"
Ἰωάννην,"1.196.2"
Ἰωαννης,"1.33.iii.1"
Ἰωάννης,"1.34.ii.1"
Ἰωάννης,"15.356.b.2"
Ἰωάννης Καρίης,"6.5.a.1"
Ἰωάννου,"1.192.a.1"
Ἰωάννου,"4.18.1"
Ἰωάννου Φιλαδέλφου,"13.309.8"
Φλ αουίου Πελαγίου Ἰωάννου,"3.6.2"
Ἰωσῆς,"11.55.a.i.17"
Ἰωσῆς Ἰεσσέου,"11.55.a.i.14"
Εἰωσήφ Εὐσεβίου προσήλυτος,"11.55.a.i.22"
Ἰωσηφ,"11.55.b.23"
Ἰωσηφ Ζήνωνος,"11.55.b.4"
Ἰωσηφ παστιλλάριος,"11.55.b.26"
Ἰωσούᾳ,"11.55.a.i.10"
Ἰωφ,"11.55.b.5"
Ἀριστοκλῆς Ἀρτεμιδώρου Μολοσσὸς Κάικος,"8.108.7"
Κάικος Ἀρτεμιδώρου Παπίας,"8.108.7"
Κάικος Ἀρτεμιδώρου Παπίας,"8.113.2"
Καίστιλλος,"10.101.1"
Καλανδίων,"14.10.1"
Ποπλίας Καλβισίας,"13.403.1"
Καλλίαν Ζήνωνος_Εὐδάμου,"12.704.b.16"
Καλλίαν Ζή νωνος_Εὐδάμου,"12.704.c.16"
Καλλίαν υ ··· ἱ ὸν Κ ··· αλλίου ···_··· Ζ ήνωνος_Εὐδάμου,"12.704.b.2"
Καλλίου,"1.164.i.5"
Καλλίου,"5.9.c.1"
Καλλίου,"12.525.3"
Καλλίου,"12.704.a.10"
Καλλίου,"12.1011.3"
Καλλίου,"13.612.3"
Καλλίου,"15.333.5"
Καλλίου_Διογένους_Μενίππου_Ζήνωνος,"15.333.18"
Καλλί ου_Ζήνωνος,"12.704.b.18"
Καλλίου_Ζήνωνος_Εὐδάμου,"12.704.a.6"
Κ ··· αλλίου ···_··· Ζ ήνωνος_Εὐδάμου,"12.704.b.2"
Καλλίου_Ζήνω νος_Εὐδάμου,"12.704.c.3"
Καλλικ···,"8.241.2"
Καλλικάρπου,"11.55.b.7"
Καλλικλέους,"12.639.3"
Καλλικλέους_Ἡρα κλείδου_Λεοντέως,"11.105.1"
Καλλικλέους_Ἡρακλείδου_Λεοντέως_Ἀδράστου,"11.105.5"
Καλλικλῆς,"11.105.8"
Καλλικλῆς Καλλικλέους_Ἡρα κλείδου_Λεοντέως,"11.105.1"
Κλαυδία Καλλικρατεία,"12.529.4"
Ἀγροίταν Καλλικράτους,"2.506.6"
Ἀ ··· δ ράστο υ_Ἀ λε ··· ξάνδρο υ ···_··· ··· φύ σει ··· δ ··· ὲ Κρατέρου_Καλλικράτους,"12.1113.4"
Αἴλιος Καλλικράτης,"8.103.8"
Καλλικρατ···,"1.162.2"
Καλλικράτει,"12.719.29"
Καλλικράτης,"12.517.3"
Καλλικράτης,"15.327.3"
Καλλικράτης Διογένους,"12.719.8"
Καλλικράτης Μολοσσοῦ,"12.402.14"
Καλλικράτης ··· Μ ολοσσοῦ,"12.703.2"
Καλλικράτης Μολοσσοῦ,"13.116.5"
Καλλικράτης Πυθοδώρου,"11.301.1"
Καλλικράτου,"15.245.2"
Καλλικράτου,"15.330.7"
Καλλικράτους,"13.102.ii.3"
Καλλικράτους,"15.246.7"
Καλλικράτους_Ζήλου_Πολυχρονίου,"12.107.5"
Καλλικράτους_Περείτου Γρύπου,"4.308.a.8"
Καλλικράτου_Διοτείμου,"15.330.5"
Ποπλίου Αἰλίου Καλλικράτους,"8.84.2"
Ἀπολλωνίου Καλλιμήδους,"13.105.iii.12"
Μᾶρκον Αὐρήλιον Διόδωρον Καλλιμήδην,"13.105.ii.2"
Περείταν Διογένους_Ἀπολλωνίου Καλλιμήδην,"13.105.i.5"
Καλλίμορφος,"12.1003.4"
Καλλίμορφος Καλλιμόρφου ιουνβαλος,"11.55.b.43"
Καλλιμόρφου,"11.55.b.43"
Καλλιμόρφου δὶς_Ἀρτεμιδώρου,"12.326.20"
Κλαυδιανὸς Καλλιμόρφου,"11.55.b.50"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Ἀγαθαγγέλου υἱὸν Καλλίμορφον,"12.716.1"
Ἀντωνία Καλλινιανὴ Χαριδήμου,"13.121.1"
Καλλίνικος,"11.55.b.55"
Καλλινίκου,"4.15.1"
Ἀττάλου Καλλίππου,"12.803.a.12"
Κάλλιπον Ξενοκράτους,"13.302.i.4"
Καλλίππου,"12.1106.3"
Καλλίππου_Πολυδεύκους,"13.404.2"
Γνέου Πολλίου Καλλίσστου,"12.412.4"
Κάλλιστος,"13.107.ii.6"
Γάϊος Καλουείσιος,"8.27.73"
Γάϊος Καλουείσιος,"8.27.74"
Γάϊος Καλουείσιος,"8.27.83"
Γάϊος Καλουείσιος Γαΐου υἱὸς Καλουείσιος,"8.27.14"
Γάϊος Καλουείσιος Γαΐου υἱὸς Καλουείσιος,"8.27.14"
Γαΐου Καλουεισίου Γαΐου υἱοῦ,"8.27.1"
Καλπούρνιον Παυλεῖνον,"15.269.2"
Κανδιδιανὸν,"8.87.1"
Τιβερίου Κλαυδίου Ἰουλίου Κανδιδου Ἡγεμονέως,"11.414.12"
Καπιτωλεῖνος,"8.711.4"
Καπιτωλεῖνος ὑιὸς Καπιτωλείνου,"4.306.1"
Καπιτωλείνου,"4.306.1"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Σμαράγδου υἱὸν Καπιτωλεῖνον,"14.13.7"
Τιβερίου Κλαυδίου Αὐρηλίου Καπετωλείνου,"11.57.15"
Τιβερίου Κλαυδίου Καπετωλείνου,"12.323.20"
Τιβερίου Κλαυδίου Καπιτωλείνου,"12.324.6"
Τιιβερίου Κλαυδῐου Καπετωλεινοῦ,"2.13.a.16"
Λεύκιος ··· υἱὸς Ἀρνιήσσις Καπίτων,"8.27.9"
Καπυρᾶ,"8.17.1"
Καρμιδιανός,"2.3.i.1"
Καρμιλιαινός,"2.3.ii.1"
Καρμινίας Κλαυδιανῆς,"8.81.ii.2"
Καρμινία Φιλημάτιον,"13.604.4"
Οὐλπίαν Καρμινίαν Κλαυδιανὴν,"12.1020"
Οὐλ πίας Κλ αυδίας Καρ μινίας Προκλῆς,"12.1020.8"
Ἀντώνιον Καρμίνιον Ποπίλιον Ἀγέλαον,"15.364.15"
Καρμινίου Ἀθηναγόρου,"12.1018.8"
Καρμινίου Ἀθηναγόρου,"12.1018.15"
Καρμινίου Ἀθηναγόρου,"12.1111.9"
Καρμινίου Κλαυδιανοῦ,"8.709.3"
Καρμινίου Κλαυδιανοῦ,"12.1111.2"
Καρμινίων Ἀθηναγόρου,"12.1111.10"
Μᾶρκον Φλάβιον Καρμίνιον Ἀθηναγόραν Λειουιανόν,"12.1018.1"
Μᾶρκος Οὔλπιος Καρμίνιος Κλαυδιανὸν ὑὸν Καρμινίου Κλαυδιανοῦ,"12.1111.2"
Μάρκου Καρμινίου Ἰάσονος_Ἀγαθίνου_Εὐστοχίου,"15.340.4"
Μ άρκου Οὐλ πίου Καρ μινίου Κλαυδιανοῦ,"12.1020.5"
Φλάβιον Καρμίνιον Ἀθηναγόραν,"8.709.1"
Λούκιον Ἀν τώνιον Ἑρμοῦ υἱ ὸν Καρπιώνα Αὐ ρηλιανὸν,"1.171.a.6"
Κάρπου,"12.211.5"
Μάρκου Αὐρηλίου Κάρπου Περείτου,"13.112.2"
Κάστα,"14.11.2"
Οὐαλερίας Κλαυδίας Αὐρηλίας Κάστης,"14.11.1"
Μηνοδότου Κασταίου,"12.801.4"
Κάστορα ὑὸν Μενεκράτους_Κάστορος_Μενεκράτους Ἰάσονος,"2.508.3"
Κάστορι,"2.508.11"
Κάστορος,"2.309.20"
Κάστορος,"11.6.4"
Κάστορος_Μενεκράτους,"2.508.4"
Μάρκων Αὐρηλίων Κλαυδίων Κάστορος,"12.714.2"
Τιβέριος Κάτιος Ἀσκώνιος Σείλιος Εἰταλικὸς,"13.609.1"
Ἰούλιος Κέλερ,"12.25.1"
Αὐρηλί ··· αν Κελεσ ··· τείναν,"1.183.7"
Κερεκόκκιων,"8.603.6"
Λεύκιος Μάρκιος Κηνσωρεῖνος,"8.27.73"
Λεύκιος Μάρκιος Κηνσωρεῖνος,"8.27.83"
Λεύκιος Μάρκιος Κηνωρεῖνος,"8.27.74"
Λεύκιος Μάρκιος Λευκίου υἱὸς Κηνσωρεῖνος,"8.27.15"
Κικιννᾶ,"8.38.2.2"
Αὐρήλιος Ἀκυλεινὸς Πολυχρονίου_Κλαδέου,"13.101.2"
Κλάδαιος,"12.631.3"
Κλαδαίου,"12.631.5"
Μᾶρκος Αὐρήλιος Κλάδαιος Φιλήτου_Ἑρμοῦ,"12.631.2"
Αἰλίας Κλαύδίας,"12.1105.1"
Γάϊος Ἥδιος Γαΐου υἱὸς Κλαυδία̣ Θῶρος,"8.27.9"
Γναῖος Σήδιος Γαΐου υἱὸς Κλαυδία ···ν,"8.27.11"
Κλαυδία Ἀκυλείνου θυγάτηρ Ἀπφία Χαιρημονὶς,"5.211.1"
Κλαυδία Ἀντω νία,"4.1.i.1"
Κλαυδία Ἀντω νία,"4.1.ii.1"
Κλαυδία Ἀντω νία,"4.1.iii.1"
Κλαυδία Ζωσίμου,"12.1108.2"
Κλαυδία Ἰουλία Ἀσκωνις,"15.342.5"
Κλαυδία Καλλικρατεία,"12.529.3"
Κλαυδία Κλαυδίου Ζήνωνος,"12.8.1"
Κλαυδίαν Ἀντωνίαν Τατιανὴν,"2.13.a.3"
Κλαυδίαν Ἀντωνίαν Τατιανὴν,"12.323.1"
Κλαυδίαν Κλαυδίου Ἀπολλωνίου,"12.518.3"
Κλαυδίαν Τιβερίου Κλαυδίου Ἰσε···_πόλεως θυγατέρα Παυλείναν,"11.50.2"
Κλαυδίας Αὐρηλίας,"9.101.2"
Κλαυδία Σελεύκεια Ἀπολ λωνίου,"5.209.1"
Κλαυδίας Παυλεινῆς,"11.412.1"
Κλαυδίας Παυλεινῆς,"11.412.13"
Κλαυδίας Παυλεινῆς,"13.618.a.11"
Κλαυδίη,"15.347.a.4"
Κλαυδίη,"15.347.b.1"
Οὐαλερίας Κλαυδίας Αὐρηλίας Κάστης,"14.11.1"
Οὐλ πίας Κλ αυδίας Καρ μινίας Προκλῆς,"12.1020.8"
Καρμινίας Κλαυδιανῆς,"8.81.ii.2"
Οὐλπίαν Καρμινίαν Κλαυδιανὴν,"12.1020.1"
Καρμινίου Κλαυδιανοῦ,"8.709.4"
Καρμινίου Κλαυδιανοῦ,"12.1111.2"
Κλαυδιανὸς Καλλιμόρφου,"11.55.b.50"
Κλαυδιανοῦ,"12.1111.11"
Μᾶρκος Οὔλπιος Καρμίνιος Κλαυδιανὸν ὑὸν Καρμινίου Κλαυδιανοῦ,"12.1111.2"
Μ άρκου Οὐλ πίου Καρ μινίου Κλαυδιανοῦ,"12.1020.6"
Τίτου Φλαβίου Ἀθηναγόρου Κλαυδιανοῦ,"12.646.iii.8"
Αἴλιον Κλαύδιον ··· Ἀγ̣αθημέρου,"12.30.3"
Αἰλίου Κλαυδίου Διογένους,"12.27.iii.15"
Αἰλίου Κλαυδίου Φιλήτου,"12.1105.1"
Ἀντωνίου Κλαυδίου Νεικομάχου,"1.189.17"
Ἀντωνίου Κλαυδίου Νεικομάχου,"12.644.17"
Ἄππιος Κλαύδιος Λευκίου υἱὸς̣ Οὐελλείνα Ἀσπρήνας,"8.27.5"
Αὐρήλιος Κλαύδιος Ἐπίνεικος,"13.201.i.a.4"
Ἀχιλλέως Τιβερίου Κλαυδίου Ἀττάλου,"12.908.2"
Κλαυδι-,"12.1110.1"
Κλαύδιος,"15.7.4"
Κλαύδιος,"15.7.5"
Κλαύδιος Αὐρήλιος Ζῆλος,"12.909.2"
Κλαύδιος Δ···,"4.114.1"
Κλαύδιος Ζήνωνος,"12.1104.13"
Κλαύδιος Τατιανὸς,"12.1108.2"
Κλαυδίου,"1.175.4"
Κλαυδίου,"11.412.27"
Κλαυδίου,"12.640.2"
Κλαυδίου,"12.1209.16"
Κλαυδίου Ἀδράστου,"15.330.13"
Κλαυδίου Ἀδράστου,"15.330.28"
Κλαυδίου Ἀντωνίου Ἀττάλου,"11.32.9"
Κλαυδίου Ἀπολλωνίου,"12.518.3"
Κλαυδίου Διογένους,"11.45.4"
Κλαυδίου Διογένους μηνὸς Γορπιαίου,"11.29.10"
Κλαυδίου Ζήνωνος,"12.8.1"
Κλαυδίου Ἱερακος υἱοῦ Ἀδράστου,"3.4.i.6"
Κλαυδίου Τατιανοῦ,"12.1108.1"
Κλαυδίῳ Ἀγριππείνῳ,"8.34.15"
Κλαυδίῳ Ἀγριππείνῷ,"11.412.24"
Κλαυδίῳ Ἀντωνίῳ Ἑρμείῳ,"13.10.1"
Κλαυδίων Διογένους,"12.323.6"
Κλ. Διογένους,"2.13.a.10"
Λούκιον Ἀντώνιον Κλαύδιον Δομετεῖνον Διογένην,"2.17.2"
Λούκιον Κλαύδιον Ἰβηρεῖνον Εὐδαίμονα,"13.146.2"
Λουκίου Ἀντωνίου Κλαυδίου Διογένους Δομετείνου,"13.156.7"
Λ ου ··· κίου Ἀντωνίου Κλαυδίου Δομετείνου Διογένους,"12.520.3"
Λ ουκίου Κλαυδίου Διογένου Δομετείνου,"13.206.18"
Μᾶρκον Αὐρήλιον Κλαύδιον Κτησίαν Διογᾶ_Ἡλιοδώρου,"12.539.4"
Μάρκων Αὐρηλίων Κλαυδίων Κάστορος,"12.714.2"
Οὐλπίου Κλαυδίου Αὐρηλίου Μενίππου Ἀετ ί ··· ου,"1.158.24"
Οὐλπίου Κλαυδίου Χαρίτωνος,"12.1112.2"
Οὐλπίω ν ··· Κ ··· λαυδίων Αὐρρ ηλίων Ζηνᾶ Φωσφο ρίου,"1.158.27"
Πόπλιος Αἴλιος Κλαύδιος Σμάραγδος Ἰουλιανὸς,"2.308.6"
Τιβέριον Κλαύδιον ···,"12.28.4"
Τιβέριον Κλαύδιον Ἀντώνιον Διογένην Ἀμμιανὸν υἱὸν Τιβερίου Κλαυδίου Ἀντωνίου Δομετι νοῦ Ἑρμίου,"12.1019.2"
Τιβέριον Κλαύδιον Ἀπολλώνιον Αὐρηλιανὸν,"15.319.2"
Τιβέριον Κλαύδιον Ἀπολλώνιον Βερονεικιανὸν Ἀκασσῶνα,"13.152.14"
Τιβέριον Κλαύδιον Ἀριστοκλέους υἱὸν Κυρίνᾳ Ἱεροκλέα,"12.613.ii.3"
Τιβέριον Κλαύδιον Αὐρήλιον Ζῆλον,"14.18"
Τιβέριον Κλαύδιον Αὐρήλιον Τιβερίου Κλαυδίου Καπιτωλείνου ὑὸν Κτησίαν,"12.324.2"
Τιβέριον Κλαύδιον Διογένην,"8.23.1"
Τιβέριον Κλαύδιον Ζῆλον,"8.84.1"
Τιβέριον Κλαύδιον Ἰούλιον Κάνδιδον Ἡγεμονέα,"11.60.14"
Τιβέριον Κλαύδιον Κτησίαν,"12.28.2"
Τιβέρ ··· ιον Κλαύδιον Λ ου ··· κίου Ἀντωνίου Κλαυδίου Δομετείνου Διογένους Ἀσ ί α ··· ς ἀρχιερέως νομοθέτου υἱὸν Ἄτταλον,"12.520.1"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Ἀγαθαγγέλου,"12.716.0a"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Ἀγαθαγγέλου,"12.716.0a"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Ἀττάλου υἱὸν Διογένην,"11.15.1"
Τιβέριον Κλαύδιον Τιβερίου Κλαυδίου Σμαράγδου υἱὸν Καπιτωλεῖνον,"14.13.3"
Τιβέριος Κλ αύδιος Ἀπολλώνιος Αὐρηλιανὸς,"11.51.1"
Τιβέριος Κλαύδιος Ἄτταλος,"2.16.a."
Τιβέριος Κλαύδιος Ἄτταλος,"2.16.b."
Τιβέριος Κλαύδιος Αὐρήλιος Μουκιανὸς Ἀπολλώνιος Βερονεικιανος,"13.616.6"
Τιβέριος Κλαύδιος Διογένης,"9.25.1"
Τιβέριος Κλαύδιος Εὐτυχιανὸς,"12.36.20"
Τιβέριος Κλαύδιος Ζῆλος,"8.85.i.1"
Τιβέριος Κλαύδιος Μαρίωνος υἱὸς Κυρίνᾳ Μένανδρος,"12.413.26"
Τιβέριος Κλαύδιος Μαρκιανὸς,"4.309.12"
Τιβερίου Κλαυδίου,"4.104.6"
Τιβερίου Κλαυδίου,"12.1007.31"
Τιβερίου Κλαυδίου,"13.2.6"
Τιβερίου Κλαυδίου,"13.2.9"
Τιβερίου Κλαυδίου Ἀντέρωτος,"11.33.2"
Τιβερίου Κλαυδίου Ἀντωνίου Δομετι νοῦ Ἑρμίου,"12.1019.5"
Τιβερίου Κλαυδίου Ἀπολλωνίου Βερονεικιανοῦ,"12.513.6"
Τιβερίου Κλαυδίου Ἀπολλωνίου Βερονεικιανοῦ Ἀκάσσωνος,"13.616.14"
Τιβερίου Κλαυδίου Ἀττάλου,"11.15.2"
Τιβερίου Κλαυδίου Αὐρηλίου Καπετωλείνου,"11.57.14"
Τιβερίου Κλαυδίου Ἀχιλλέως,"13.303.3"
Τιβερίου Κλαυδίου Ἀχιλλέως υἱοῦ Τολμίδου,"12.524.6"
Τιβερίου Κλαυδίου Διαδουμένου,"11.103.2"
Τι β εριου Κλαυδίου Διογένους,"11.42.4"
Τιβερίου Κλαυδίου Ζήλου,"14.18.11"
Τιβερίου Κλαυδίου Ἰουλίου Κανδιδου Ἡγεμονέως,"11.414.11"
Τιβερίου Κλαυδίου Ἰσε···,"11.50.3"
Τιβερίου Κλαυδίου Καπετωλείνου,"12.323.20"
Τιβερίου Κλαυδίου Καπιτωλείνου,"12.324.5"
Τιβερίου Κλαυδίου Κτησίου,"2.17.13"
Τιβερίου Κλαυδίου μ ···,"12.213.a.3"
Τιβερίου Κλαυδίου Μενεσθέως,"13.110.2"
Τιβερίου Κλαυδίου Ὅπλωνος υἱοῦ Ὑψικλέους,"11.412.41"
Τιβερίου Κλαυδίου Παυλείνου,"11.50.7"
Τιβερίου Κλαυ δίου Παυλείνου ἀρχιερέως ὑοῦ Τιβερίου Κλαυδίου,"4.104.3"
Τιβερίου Κλαυδίου Σμαράγδου,"14.13.5"
Τιβερίου Κλαυδίου ··· υἱου Ἀπολλωνίου Μαρκιανοῦ,"11.60.8"
Τιβερίου Κλαυδίου Ὑψικλέους,"12.19.11"
Τιβερίου Κλαυδίου Φιλο···,"12.1209.3"
Τιβ. Κλ. Ἀπολλώνιον Μαρκιανὸν,"8.83.1"
Τιβ. Κλ. Ἀπολλωνίου,"12.513.19"
Τιβ. Κλαυ.,"11.46.2"
Τιιβερίου Κλαυδῐου Καπετωλεινοῦ,"2.13.a.16"
Τίτου Κλαυδίου Ἑρμείου Δομετείνου,"13.3.9"
···ς Γαΐου υἱὸς Κλαυδωνειανός,"8.27.6"
Κλεμψιλιος,"8.12.b.1"
Παπιανὸς_Ἀθηναγ όρου ···_··· Μενίππ ··· ου Κόδιοι,"5.206.i.2"
Παπιανὸς_Ἀθηναγόρου_Μενίππου Κόδιοι,"5.206.ii.2"
Ἀρκαθίου Ἑκάτωνος Κοΐνθου,"11.11.4"
Γναῖος Πομπήϊος Κοΐντου υἱὸς Ἀρνιήσσις,"8.27.8"
Κόϊντον Ὄππιον,"8.3.b.i.6"
Κόϊντος Ὄππιος Κοΐντου,"8.2.a.1"
Κόϊντος Ὄππιος Κοΐντου υἱὸς,"8.3.b.i.1"
Κοΐντου,"8.2.a.1"
Κοΐντου,"8.3.b.i.1"
Κοΐντου,"8.3.b.ii.13"
Πόπλιος Σήστιος Λευκίου υἱὸς Κολλείνα,"8.27.8"
Μάρκος Αὐρήλιος Κομητις,"2.4.i.1"
Κονσταντῖνος,"1.21.ii.1"
Κορνηλιανοῦ,"12.1112.10"
Κορύμ βου,"11.29.3"
Κορύμβου,"11.29.4"
Κόρυνβος,"8.207.1"
Κότας,"8.4.4"
Κουρεων,"8.603.7"
Ἀ ··· δ ράστο υ_Ἀ λε ··· ξάνδρο υ ···_··· ··· φύ σει ··· δ ··· ὲ Κρατέρου_Καλλικράτους,"12.1113.4"
Ἰουλίου Κρατερου,"11.58.21"
Κρατέρου,"12.326.22"
Ἀρτέμωνος Κροκίωνος,"12.308.29"
Κροκίωνα,"11.4.9"
Πάνφιλον Ἀρτέμωνος Κροκίωνα,"11.4.5"
Αὐρήλιος Κτησίας,"8.103.8"
Μᾶρκον Αὐρήλιον Κλαύδιον Κτησίαν Διογᾶ_Ἡλιοδώρου,"12.539.4"
Τιβέριον Κλαύδιον Αὐρήλιον Τιβερίου Κλαυδίου Καπιτωλείνου ὑὸν Κτησίαν,"12.324.8"
Τιβέριον Κλαύδιον Κτησίαν,"12.28.2"
Τιβερίου Κλαυδίου Κτησίου,"2.17.14"
Μᾶρκον Κυιντίλιον Ἀ··· ὑὸν Πωμεντίνᾳ ···ανον Πεδουκαῖον,"11.18.4"
Φλ άουιος Κυιντ ίλιος Ἔρως Μονάξιος,"12.1001.6"
··· ον Κυρείνᾳ Ἱερατικὸν,"1.168.1"
Τιβέριον Κλαύδιον Ἀριστοκλέους υἱὸν Κυρίνᾳ Ἱεροκλέα,"12.613.ii.4"
Τιβέριος Κλαύδιος Μαρίωνος υἱὸς Κυρίνᾳ Μένανδρος,"12.413.27"
Τίτον Φλαύιον Τίτου Φλαυίου Μενίππου υἱὸν Κυρείνᾳ Ἀπολλινάριον,"15.262.6"
Τίτος Ἀντώνιος Ἀδράστου υἱὸς Κυρείνα Λυσίμαχος Γρύπος,"12.207.3"
Τίτου Φλαβίου Ζήνωνος υἱοῦ Κυρείνα Μενανδρου,"5.6.8"
Κυριακοῦ,"1.301..3"
Κυριακοῦ,"9.122.2"
Κυριακοῦ,"9.122.2"
Κυριακῷ,"1.12.1"
Κυριακῷ,"1.13.b.1"
Κύρυλλος,"11.55.b.25"
Ἀπελλᾶς Κωβλανος,"4.303.1"
Κώδωνος,"11.225.1"
Παπίου Κώου,"12.610.8"
Μᾶρκον Αὐρήλιον ··· ···νον Ἀρτέμωνος_Καλλικλέους ἐπίκλην Κωλώτην,"12.639.4"
Αὐρηλία Κωμικὴ Ἑρμείου,"15.252.2"
Κωνσταντῖνος,"1.33.iii.2"
Κωνσταντῖνος,"1.34.ii.2"
Κωνσταντῖνος,"1.34.ii.4"
Κωνσταντῖνος,"1.34.iii.3"
Φλάβιος Κωνστάντιος,"6.4.1"
Κωριδίου,"11.54.2"
Κωσταντεν,"12.109.3"
Φλάουιον Κωστάντιον,"12.101.i.a.1"
Λαβιῆνον,"8.31.6"
Λαβιήνου,"8.30.6"
Λαεὶς,"13.702.7"
Αἰλίαν Λαιβίλλαν,"12.533.1"
Σεπτιμία Αιλία Φλα ··· ι Λαιβίλλα,"12.533.12"
Λατέως,"1.158.2"
Φλαβίῳ Λατρωνιανῷ,"8.100.10"
Μᾶρκος Οὐαλέριος Μάρκου υἱὸς Λεμωνία Μεσσάλας,"8.27.4"
Λεοντέως,"11.105.3"
Λεοντέως_Ἀδράστου,"11.105.7"
Λεοντ ήου,"15.345.4"
Λεόντιος Λεοντίου,"11.55.b.21"
Λεοντίου,"11.55.b.21"
Λεοντίδος,"13.153.ii.20"
Λέον,"1.19.ii.1"
Λέον,"1.32.3"
Λεοντο,"12.718.i.2"
Λέοντος,"12.29.ii.4"
Λέοντος,"12.29.iii.6"
Λέοντος_Ἑκατόμνονος,"15.245.1"
Λέοντος_Ἱέρωνος_Διογένους,"5.3.2"
Λέων,"1.25.ii.1"
Λέων,"1.29.1"
Τιβερία Ἰουλία Ἀντωνία Λητωὶς,"12.535.18"
Λειβιανῆς,"12.1111.11"
Μᾶρκον Φλάβιον Καρμίνιον Ἀθηναγόραν Λειουιανόν,"12.1018.3"
Λιβυρνος Διοτρέφους,"12.313.2"
Λεύκιος Σκριβώνιος Λευκίου υἱὸς Φαλέρνα Λίβων,"8.27.5"
Τίτος Λικίννιος Τίτου υἱὸς ···ηνος,"8.27.9"
Τιτος Λικίννιος Τίτου υἱὸς Φαβία Τύραννος,"8.27.12"
Γάιον Ἰούλιον Λογγιανὸν,"12.27.ii.7"
Γάιον Ἰούλιον Λονγιανὸν,"12.27.i.13"
Λογγιανὸς,"12.27.iii.6"
Λονγιανοῦ,"11.55.b.36"
Λούκιον Ἐγνάτιον Βίκτορα Λολλιανὸν,"11.414.2"
Λουκᾶ,"1.11.2"
Λουκία Ἀντωνία Αὐρηλία Ἀρίστη Καλλίου,"13.612.2"
Λουκία Ἀντωνιάνη,"13.612.1"
Λεύκιος ···,"8.27.5"
Λεύκιος Μάρκιος Κηνσωρεῖνος,"8.27.73"
Λεύκιος Μάρκιος Κηνσωρεῖνος,"8.27.83"
Λεύκιος Μάρκιος Κηνωρεῖνος,"8.27.74"
Λεύκιος Μάρκιος Λευκίου υἱὸς Κηνσωρεῖνος,"8.27.15"
Λεύκιος Μάρκιος Λευκίου υἱὸς Κηνσωρεῖνος,"8.27.15"
Λεύκιος Σέργιος Λευκίου υἱὸς Φαλέρνα Πλαῦτος,"8.27.6"
Λεύκιος Σέργιος Λευκίου υἱὸς Φαλέρνα Πλαῦτος,"8.27.7"
Λεύκιος Σκριβώνιος Λευκίου υἱὸς Φαλέρνα Λίβων,"8.27.5"
Λεύκιος Σκριβώνιος Λευκίου υἱὸς Φαλέρνα Λίβων,"8.27.5"
Λεύκιος ··· υἱὸς Ἀρνιήσσις Καπίτων,"8.27.9"
Λευκίου Μαρκίου Λευκίου υἱοῦ,"8.27.1"
Λευκίου Μαρκίου Λευκίου υἱοῦ,"8.27.1"
Λευκίου υἱὸς Ὠφεντείνα Βάλβος,"8.27.6"
Λούκιοι Αὐρήλιοι Ζήνων,"1.168.7"
Λούκιον Ἀν τώνιον Ἑρμοῦ υἱ ὸν Καρπιώνα Αὐ ρηλιανὸν,"1.171.a.4"
Λούκιον Ἀντώνιον Κλαύδιον Δομετεῖνον Διογένην,"2.17.2"
Λούκιον Ἀντώνιον Λουκίου Ἀντωνίου Ζωσᾶ υἱὸν Ζωσᾶν,"12.317.1"
Λούκιον ··· Ἀντώνιον Τίτου Φλα···βίου Πάπου υἱὸν Ζη···,"8.235.2"
Λούκιον Ἐγνάτιον Βίκτορα Λολλιανὸν,"11.414.1"
Λούκιον Κλαύδιον Ἰβηρεῖνον Εὐδαίμονα,"13.146.2"
Λουκίου,"15.7.1"
